"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 24 18:02:10 CST 2019","Thu Oct 24 18:02:43 CST 2019","32969","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-应急取款","Test_现金管理_添鑫宝_应急取款","","","test_0进入应急取款页面","进入应急取款页面"
"passed","Thu Oct 24 18:03:32 CST 2019","Thu Oct 24 18:04:09 CST 2019","37774","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-更多-设置","Test_现金管理_更多_设置页面测试用例","","","test_0进入更多设置页面","点击更多-设置，页面跳转"
"passed","Thu Oct 24 17:59:22 CST 2019","Thu Oct 24 17:59:29 CST 2019","6620","建投自动化测试.现金管理测试用例","test_现金管理-更多-智多鑫-解约暂停分红查询","Test_现金管理_更多_解约暂停分红查询测试用例","","","test_3分红页面","点击更多-分红查询"
"passed","Thu Oct 24 18:04:09 CST 2019","Thu Oct 24 18:04:24 CST 2019","14511","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-更多-设置","Test_现金管理_更多_设置页面测试用例","","","test_11设置保留额度为1","设置保留额度为1"
"passed","Thu Oct 24 17:50:47 CST 2019","Thu Oct 24 17:50:51 CST 2019","4755","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-设置","Test_现金管理_更多_设置页面测试用例","","","test_5点击应急取款按钮","点击应急取款按钮"
"passed","Thu Oct 24 17:58:40 CST 2019","Thu Oct 24 17:58:40 CST 2019","51","建投自动化测试.现金管理测试用例","test_现金管理-更多-智多鑫-解约暂停分红查询","Test_现金管理_更多_解约暂停分红查询测试用例","","","test_12暂停失败","暂停失败"
"passed","Thu Oct 24 18:18:04 CST 2019","Thu Oct 24 18:18:05 CST 2019","798","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-页面详情","Test_现金管理_添鑫宝_详情页","","","test_083基金托管人默认文本","基金托管人默认信息展示是否正确"
"passed","Thu Oct 24 17:55:19 CST 2019","Thu Oct 24 17:55:21 CST 2019","1569","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-页面详情","Test_现金管理_智多鑫_详情页","","","test_05点击图表七日年化收益率tab","点击图表七日年化收益率tab"
"passed","Thu Oct 24 17:49:16 CST 2019","Thu Oct 24 17:49:53 CST 2019","37007","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-设置","Test_现金管理_更多_设置页面测试用例","","","test_0进入更多设置页面","点击更多-设置，页面跳转"
"failed","Thu Oct 24 18:09:14 CST 2019","Thu Oct 24 18:09:48 CST 2019","34059","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-签约1-适当性3","Test_现金管理_添鑫宝_签约1_适当性3","","","test_0不适当性用户点击立即参与后点击签约","现金管理添鑫宝签约不适当性投资者签约"
"passed","Thu Oct 24 18:11:15 CST 2019","Thu Oct 24 18:11:53 CST 2019","38249","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-签约3-完成签约","Test_现金管理_添鑫宝_签约3_完成签约","","","test_0勾选协议申请开通签约","勾选协议申请开通签约"
"passed","Thu Oct 24 17:48:58 CST 2019","Thu Oct 24 17:48:59 CST 2019","327","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-应急取款","Test_现金管理_智多鑫_应急取款","","","test_5应急取款成功后页面跳转是否正确","应急取款后页面跳转取款成功"
"passed","Thu Oct 24 18:06:39 CST 2019","Thu Oct 24 18:06:41 CST 2019","1453","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-更多-预约取款记录","Test_现金管理_添鑫宝_更多_预约记录测试用例","","","test_1查看第一条记录的时间是否正确",""
"passed","Thu Oct 24 17:51:46 CST 2019","Thu Oct 24 17:52:24 CST 2019","37249","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-预约取款记录","Test_现金管理_智多鑫_更多_预约记录测试用例","","","test_0点击更多选中预约记录查看页面跳转是否正确",""
"passed","Thu Oct 24 17:56:16 CST 2019","Thu Oct 24 17:56:52 CST 2019","35419","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-预约取款","Test_现金管理_智多鑫_预约取款用例","","","test_0进入预约管理页面","进入预约管理页面"
"passed","Thu Oct 24 17:47:41 CST 2019","Thu Oct 24 17:47:45 CST 2019","3991","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-应急取款","Test_现金管理_智多鑫_应急取款","","","test_03中信建投证券智多鑫应急取款协议","中信建投证券智多鑫应急取款协议"
"passed","Thu Oct 24 18:06:02 CST 2019","Thu Oct 24 18:06:39 CST 2019","37363","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-更多-预约取款记录","Test_现金管理_添鑫宝_更多_预约记录测试用例","","","test_0点击更多选中预约记录查看页面跳转是否正确",""
"passed","Thu Oct 24 18:06:41 CST 2019","Thu Oct 24 18:06:42 CST 2019","777","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-更多-预约取款记录","Test_现金管理_添鑫宝_更多_预约记录测试用例","","","test_3查看第一条记录的状态是否正确",""
"passed","Thu Oct 24 18:18:59 CST 2019","Thu Oct 24 18:19:03 CST 2019","3934","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-预约取款","Test_现金管理_添鑫宝_预约取款用例","","","test_11预约取款规则校验","预约取款规则校验"
"passed","Thu Oct 24 18:10:46 CST 2019","Thu Oct 24 18:10:51 CST 2019","4411","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-签约2-协议阅读","Test_现金管理_添鑫宝_签约2_协议阅读","","","test_2查看风险揭示书","查看风险揭示书"
"passed","Thu Oct 24 18:06:47 CST 2019","Thu Oct 24 18:06:52 CST 2019","4791","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-更多-预约取款记录","Test_现金管理_添鑫宝_更多_预约记录测试用例","","","test_6确定点击取消操作","点击取消操作后，确认框点击确定按钮"
"passed","Thu Oct 24 18:10:42 CST 2019","Thu Oct 24 18:10:46 CST 2019","3869","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-签约2-协议阅读","Test_现金管理_添鑫宝_签约2_协议阅读","","","test_1查看产品合同","查看产品合同"
"passed","Thu Oct 24 17:50:08 CST 2019","Thu Oct 24 17:50:28 CST 2019","20477","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-设置","Test_现金管理_更多_设置页面测试用例","","","test_21取消保留额度","取消保留额度"
"passed","Thu Oct 24 17:55:54 CST 2019","Thu Oct 24 17:55:55 CST 2019","737","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-页面详情","Test_现金管理_智多鑫_详情页","","","test_078分红默认文本","分红默认信息展示是否正确"
"broken","Thu Oct 24 17:55:08 CST 2019","Thu Oct 24 17:55:09 CST 2019","783","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-页面详情","Test_现金管理_智多鑫_详情页","","","test_01查看万分收益显示是否正确","查看万分收益（元）显示是否正确"
"passed","Thu Oct 24 17:47:57 CST 2019","Thu Oct 24 17:47:59 CST 2019","2707","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-应急取款","Test_现金管理_智多鑫_应急取款","","","test_11应急取款确认框内容确认","应急取款确认框内容确认"
"passed","Thu Oct 24 17:55:55 CST 2019","Thu Oct 24 17:55:56 CST 2019","787","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-页面详情","Test_现金管理_智多鑫_详情页","","","test_079交易费用默认文本","交易费用默认信息展示是否正确"
"passed","Thu Oct 24 18:06:42 CST 2019","Thu Oct 24 18:06:43 CST 2019","397","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-更多-预约取款记录","Test_现金管理_添鑫宝_更多_预约记录测试用例","","","test_4记录状态为正常是否存在取消按钮","记录状态为正常，取消按钮是否存在"
"passed","Thu Oct 24 18:07:45 CST 2019","Thu Oct 24 18:07:47 CST 2019","2356","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-签约1-适当性1","Test_现金管理_添鑫宝_签约1_适当性1","","","test_1适当投资者签约适当性","适当投资者-签约适当性"
"passed","Thu Oct 24 17:56:59 CST 2019","Thu Oct 24 17:57:04 CST 2019","5622","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-预约取款","Test_现金管理_智多鑫_预约取款用例","","","test_3预约取款成功","预约取款成功"
"passed","Thu Oct 24 18:04:44 CST 2019","Thu Oct 24 18:04:57 CST 2019","13071","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-更多-设置","Test_现金管理_更多_设置页面测试用例","","","test_3点击预约取款按钮","点击预约取款按钮"
"passed","Thu Oct 24 17:55:58 CST 2019","Thu Oct 24 17:55:59 CST 2019","770","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-页面详情","Test_现金管理_智多鑫_详情页","","","test_084风险等级默认文本","风险等级默认信息展示是否正确"
"passed","Thu Oct 24 18:17:51 CST 2019","Thu Oct 24 18:17:52 CST 2019","745","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-页面详情","Test_现金管理_添鑫宝_详情页","","","test_074预约取款默认文本","预约取款默认信息展示是否正确"
"passed","Thu Oct 24 17:47:03 CST 2019","Thu Oct 24 17:47:36 CST 2019","33112","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-应急取款","Test_现金管理_智多鑫_应急取款","","","test_0进入应急取款页面","进入应急取款页面"
"broken","Thu Oct 24 17:52:24 CST 2019","Thu Oct 24 17:52:54 CST 2019","30269","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-预约取款记录","Test_现金管理_智多鑫_更多_预约记录测试用例","","","test_2查看第一条记录的预约金额是否正确",""
"broken","Thu Oct 24 18:15:56 CST 2019","Thu Oct 24 18:16:26 CST 2019","30379","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-签约无资产用户资产是否显示","Test_现金管理_添鑫宝_签约无资产账户详情页资产显示","","","test_签约无资产账户详情页资产显示","签约无资产账户详情页资产显示"
"passed","Thu Oct 24 18:17:52 CST 2019","Thu Oct 24 18:17:56 CST 2019","3870","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-页面详情","Test_现金管理_添鑫宝_详情页","","","test_075预约取款展开文本","默认取款展开信息展示是否正确"
"passed","Thu Oct 24 17:47:45 CST 2019","Thu Oct 24 17:47:45 CST 2019","45","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-应急取款","Test_现金管理_智多鑫_应急取款","","","test_04第一次需要勾选协议","第一次需要勾选协议"
"passed","Thu Oct 24 18:06:43 CST 2019","Thu Oct 24 18:06:47 CST 2019","4865","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-更多-预约取款记录","Test_现金管理_添鑫宝_更多_预约记录测试用例","","","test_5取消点击取消操作","点击取消操作后，确认框点击取消按钮"
"passed","Thu Oct 24 18:06:41 CST 2019","Thu Oct 24 18:06:41 CST 2019","820","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-更多-预约取款记录","Test_现金管理_添鑫宝_更多_预约记录测试用例","","","test_2查看第一条记录的预约金额是否正确",""
"passed","Thu Oct 24 17:50:51 CST 2019","Thu Oct 24 17:51:08 CST 2019","16673","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-设置","Test_现金管理_更多_设置页面测试用例","","","test_6查看设置页面暂停后设置页面按钮显示是否正确","设置页面点击暂停，查看设置页面按钮显示是否正确"
"broken","Thu Oct 24 17:58:40 CST 2019","Thu Oct 24 17:59:00 CST 2019","19318","建投自动化测试.现金管理测试用例","test_现金管理-更多-智多鑫-解约暂停分红查询","Test_现金管理_更多_解约暂停分红查询测试用例","","","test_13暂停成功","点击更多-暂停，点击确定按钮，暂停成功"
"passed","Thu Oct 24 18:18:02 CST 2019","Thu Oct 24 18:18:03 CST 2019","814","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-页面详情","Test_现金管理_添鑫宝_详情页","","","test_079交易费用默认文本","交易费用默认信息展示是否正确"
"passed","Thu Oct 24 18:00:25 CST 2019","Thu Oct 24 18:00:27 CST 2019","1958","建投自动化测试.现金管理测试用例","test_现金管理-更多-添鑫宝-解约暂停分红查询","Test_现金管理_更多_解约暂停分红查询测试用例","","","test_01取消解约确认框","取消解约确认框"
"passed","Thu Oct 24 17:55:10 CST 2019","Thu Oct 24 17:55:11 CST 2019","1556","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-页面详情","Test_现金管理_智多鑫_详情页","","","test_03点击图表万分收益tab","点击图表万分收益tab"
"passed","Thu Oct 24 18:11:55 CST 2019","Thu Oct 24 18:12:07 CST 2019","12084","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-签约3-完成签约","Test_现金管理_添鑫宝_签约3_完成签约","","","test_3签约成功","签约成功"
"passed","Thu Oct 24 18:17:28 CST 2019","Thu Oct 24 18:17:30 CST 2019","1534","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-页面详情","Test_现金管理_添鑫宝_详情页","","","test_05点击图表七日年化收益率tab","点击图表七日年化收益率tab"
"passed","Thu Oct 24 18:17:18 CST 2019","Thu Oct 24 18:17:18 CST 2019","716","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-页面详情","Test_现金管理_添鑫宝_详情页","","","test_01查看万分收益显示是否正确","查看万分收益（元）显示是否正确"
"passed","Thu Oct 24 18:01:27 CST 2019","Thu Oct 24 18:01:45 CST 2019","18151","建投自动化测试.现金管理测试用例","test_现金管理-更多-添鑫宝-解约暂停分红查询","Test_现金管理_更多_解约暂停分红查询测试用例","","","test_23再次开通成功","点击再次开通，查看现金产品状态是否变为正常"
"broken","Thu Oct 24 17:53:25 CST 2019","Thu Oct 24 17:53:25 CST 2019","1","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-预约取款记录","Test_现金管理_智多鑫_更多_预约记录测试用例","","","test_4记录状态为正常是否存在取消按钮","记录状态为正常，取消按钮是否存在"
"passed","Thu Oct 24 18:18:05 CST 2019","Thu Oct 24 18:18:06 CST 2019","787","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-页面详情","Test_现金管理_添鑫宝_详情页","","","test_084风险等级默认文本","风险等级默认信息展示是否正确"
"passed","Thu Oct 24 17:47:36 CST 2019","Thu Oct 24 17:47:36 CST 2019","0","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-应急取款","Test_现金管理_智多鑫_应急取款","","","test_00智多鑫应急取款规则","智多鑫应急取款规则"
"passed","Thu Oct 24 17:51:08 CST 2019","Thu Oct 24 17:51:27 CST 2019","18846","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-设置","Test_现金管理_更多_设置页面测试用例","","","test_7查看设置页面解约后详情页面是否显示解约中","设置页面点击解约，查看详情页面是否显示解约中"
"passed","Thu Oct 24 18:06:52 CST 2019","Thu Oct 24 18:06:52 CST 2019","48","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-更多-预约取款记录","Test_现金管理_添鑫宝_更多_预约记录测试用例","","","test_7提示失败信息","提示失败信息"
"broken","Thu Oct 24 17:53:25 CST 2019","Thu Oct 24 17:53:25 CST 2019","1","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-预约取款记录","Test_现金管理_智多鑫_更多_预约记录测试用例","","","test_5取消点击取消操作","点击取消操作后，确认框点击取消按钮"
"passed","Thu Oct 24 17:50:08 CST 2019","Thu Oct 24 17:50:08 CST 2019","58","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-设置","Test_现金管理_更多_设置页面测试用例","","","test_12设置保留额度失败",""
"passed","Thu Oct 24 17:55:56 CST 2019","Thu Oct 24 17:55:56 CST 2019","749","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-页面详情","Test_现金管理_智多鑫_详情页","","","test_081基金类型默认文本","基金类型默认信息展示是否正确"
"passed","Thu Oct 24 17:55:39 CST 2019","Thu Oct 24 17:55:44 CST 2019","4863","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-页面详情","Test_现金管理_智多鑫_详情页","","","test_072买入展开信息展示是否正确","买入展开信息展示是否正确"
"passed","Thu Oct 24 18:01:45 CST 2019","Thu Oct 24 18:01:52 CST 2019","6775","建投自动化测试.现金管理测试用例","test_现金管理-更多-添鑫宝-解约暂停分红查询","Test_现金管理_更多_解约暂停分红查询测试用例","","","test_3分红页面","点击更多-分红查询"
"broken","Thu Oct 24 17:53:25 CST 2019","Thu Oct 24 17:53:25 CST 2019","0","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-预约取款记录","Test_现金管理_智多鑫_更多_预约记录测试用例","","","test_6确定点击取消操作","点击取消操作后，确认框点击确定按钮"
"broken","Thu Oct 24 18:07:45 CST 2019","Thu Oct 24 18:07:45 CST 2019","0","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-签约1-适当性1","Test_现金管理_添鑫宝_签约1_适当性1","","","test_02查看资产是否显示","查看资产是否显示"
"broken","Thu Oct 24 17:58:16 CST 2019","Thu Oct 24 17:58:32 CST 2019","15975","建投自动化测试.现金管理测试用例","test_现金管理-更多-智多鑫-解约暂停分红查询","Test_现金管理_更多_解约暂停分红查询测试用例","","","test_04点击取消解约查看现金产品状态是否变为正常","点击取消解约，查看现金产品状态是否变为正常"
"passed","Thu Oct 24 17:58:05 CST 2019","Thu Oct 24 17:58:07 CST 2019","1932","建投自动化测试.现金管理测试用例","test_现金管理-更多-智多鑫-解约暂停分红查询","Test_现金管理_更多_解约暂停分红查询测试用例","","","test_01取消解约确认框","取消解约确认框"
"passed","Thu Oct 24 18:10:51 CST 2019","Thu Oct 24 18:10:54 CST 2019","3886","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-签约2-协议阅读","Test_现金管理_添鑫宝_签约2_协议阅读","","","test_3查看产品说明书","查看产品说明书"
"broken","Thu Oct 24 17:53:25 CST 2019","Thu Oct 24 17:53:25 CST 2019","0","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-预约取款记录","Test_现金管理_智多鑫_更多_预约记录测试用例","","","test_4记录状态为已取消是否存在取消按钮","记录状态为已取消，取消按钮是否存在"
"passed","Thu Oct 24 17:49:53 CST 2019","Thu Oct 24 17:50:08 CST 2019","14620","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-设置","Test_现金管理_更多_设置页面测试用例","","","test_11设置保留额度为1","设置保留额度为1"
"passed","Thu Oct 24 17:59:00 CST 2019","Thu Oct 24 17:59:04 CST 2019","4673","建投自动化测试.现金管理测试用例","test_现金管理-更多-智多鑫-解约暂停分红查询","Test_现金管理_更多_解约暂停分红查询测试用例","","","test_21取消再次开通操作","点击再次开通，点击取消，关闭弹窗"
"passed","Thu Oct 24 17:53:25 CST 2019","Thu Oct 24 17:53:25 CST 2019","13","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-预约取款记录","Test_现金管理_智多鑫_更多_预约记录测试用例","","","test_7提示失败信息","提示失败信息"
"broken","Thu Oct 24 17:54:37 CST 2019","Thu Oct 24 17:55:08 CST 2019","31646","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-页面详情","Test_现金管理_智多鑫_详情页","","","test_0查看资产显示是否正确","查看资产显示是否正确"
"passed","Thu Oct 24 18:04:57 CST 2019","Thu Oct 24 18:05:03 CST 2019","5376","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-更多-设置","Test_现金管理_更多_设置页面测试用例","","","test_4点击查看预约取款记录","点击查看预约取款记录"
"broken","Thu Oct 24 17:53:47 CST 2019","Thu Oct 24 17:54:18 CST 2019","30850","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-签约无资产用户资产是否显示","Test_现金管理_智多鑫_签约无资产账户详情页资产显示","","","test_签约无资产账户详情页资产显示","签约无资产账户详情页资产显示"
"passed","Thu Oct 24 18:05:07 CST 2019","Thu Oct 24 18:05:24 CST 2019","16324","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-更多-设置","Test_现金管理_更多_设置页面测试用例","","","test_6查看设置页面暂停后设置页面按钮显示是否正确","设置页面点击暂停，查看设置页面按钮显示是否正确"
"passed","Thu Oct 24 17:56:56 CST 2019","Thu Oct 24 17:56:59 CST 2019","2940","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-预约取款","Test_现金管理_智多鑫_预约取款用例","","","test_2不输入金额点击预约取款","不输入金额，点击预约取款"
"passed","Thu Oct 24 18:02:44 CST 2019","Thu Oct 24 18:02:48 CST 2019","3763","建投自动化测试.现金管理测试用例","test_现金管理-添鑫宝-应急取款","Test_现金管理_添鑫宝_应急取款","","","test_02支持的银行列表","支持的银行列表"
"broken","Thu Oct 24 17:47:36 CST 2019","Thu Oct 24 17:47:37 CST 2019","1111","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-应急取款","Test_现金管理_智多鑫_应急取款","","","test_01参考可取金额显示是否正确","参考可取金额显示是否正确"
"broken","Thu Oct 24 17:52:24 CST 2019","Thu Oct 24 17:52:24 CST 2019","499","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-更多-预约取款记录","Test_现金管理_智多鑫_更多_预约记录测试用例","","","test_1查看第一条记录的时间是否正确",""
"passed","Thu Oct 24 17:55:56 CST 2019","Thu Oct 24 17:55:57 CST 2019","765","建投自动化测试.现金管理测试用例","test_现金管理-智多鑫-页面详情","Test_现金管理_智多鑫_详情页","","","test_082基金管理人默认文本","基金管理人默认信息展示是否正确"
